file_name,photo_id,observation_uuid,inat_URL,latitude,longitude,positional_accuracy,taxon_id,observed_on,name,rank,family_id,family,count_family,trait,prediction_prob,prediction_class,equivocal,proportion_equivocal_family,accuracy_excluding_equivocal_family,accuracy_family,genus
93006820.jpg,93006820,e0cc8cf3-e372-4f4c-be5c-715319c999bb,https://www.inaturalist.org/observations/e0cc8cf3-e372-4f4c-be5c-715319c999bb,54.7091738624,25.2898654569,5,60132,2020-09-01,Cirsium arvense,species,47604,Asteraceae,104342,flower,0.9990234375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Cirsium
211371274.jpeg,211371274,4acd7d71-37f3-40e5-9df8-4829ca313eee,https://www.inaturalist.org/observations/4acd7d71-37f3-40e5-9df8-4829ca313eee,9.7925719722,76.304467,NA,246102,2021-09-23,Sphagneticola trilobata,species,47604,Asteraceae,104342,flower,0.99951171875,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Sphagneticola
22539528.jpg,22539528,38b886d0-943f-496b-881a-0b2f29ee3f45,https://www.inaturalist.org/observations/38b886d0-943f-496b-881a-0b2f29ee3f45,41.3239283333,-122.5078783333,5,79055,2018-07-27,Senecio triangularis,species,47604,Asteraceae,104342,flower,0.93212890625,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Senecio
248723694.jpg,248723694,e282fcff-2c38-4ba5-92a4-548ff30bd549,https://www.inaturalist.org/observations/e282fcff-2c38-4ba5-92a4-548ff30bd549,54.3458130299,38.0109395732,61,124552,2007-06-12,Potentilla argentea,species,47148,Rosaceae,20597,flower,0.99951171875,Detected,Unequivocal,0.04500655435257562,0.9858159633960346,0.9607224353061126,Potentilla
37181735.jpg,37181735,ee6944dc-c419-416b-acd1-6fd28635b4f1,https://www.inaturalist.org/observations/ee6944dc-c419-416b-acd1-6fd28635b4f1,37.92482,-122.6107716667,5,57724,2019-04-29,Calypso bulbosa occidentalis,variety,47217,Orchidaceae,28821,flower,0.99560546875,Detected,Unequivocal,0.05006765899864682,0.9866681276937688,0.9567329377884182,Calypso
218352320.jpeg,218352320,930125fa-a9df-4fc7-8bb6-b6d6f714daa4,https://www.inaturalist.org/observations/930125fa-a9df-4fc7-8bb6-b6d6f714daa4,52.2212552,-117.1936029,436,83057,2022-07-17,Myosotis asiatica,species,48150,Boraginaceae,18082,flower,0.998046875,Detected,Unequivocal,0.04230726689525495,0.989952070220015,0.9648822032960956,Myosotis
36075271.jpg,36075271,4d040d99-13e0-4cc7-9176-76ff6bf58c71,https://www.inaturalist.org/observations/4d040d99-13e0-4cc7-9176-76ff6bf58c71,37.9995438853,-122.7623773168,8,53166,2019-04-26,Osmorhiza berteroi,species,48699,Apiaceae,11971,flower,0.998046875,Detected,Unequivocal,0.13415754740623173,0.9686444766039556,0.8956645225962744,Osmorhiza
279223085.jpeg,279223085,f93f6c1b-5057-4d1d-921e-29da2f8898a0,https://www.inaturalist.org/observations/f93f6c1b-5057-4d1d-921e-29da2f8898a0,24.20837653,120.59665302,11,161811,2023-05-14,Dichanthium annulatum,species,47434,Poaceae,11933,flower,0.9853515625,Detected,Unequivocal,0.2334702086650465,0.952880725921067,0.8391016508841029,Dichanthium
41872918.jpg,41872918,01b16978-c95b-44d5-a779-6396296fdd3a,https://www.inaturalist.org/observations/01b16978-c95b-44d5-a779-6396296fdd3a,45.4744062781,-78.4897354082,27158,47588,2019-06-13,Cypripedium acaule,species,47217,Orchidaceae,28821,flower,0.99951171875,Detected,Unequivocal,0.05006765899864682,0.9866681276937688,0.9567329377884182,Cypripedium
244204353.jpeg,244204353,27937e77-16a4-434f-8d57-d1e107d1dd52,https://www.inaturalist.org/observations/27937e77-16a4-434f-8d57-d1e107d1dd52,-47.1524657204,-70.656722635,43,855528,2022-11-19,Pinnasa bergii,species,53922,Loasaceae,867,flower,0.99951171875,Detected,Unequivocal,0.07151095732410612,0.9850931677018634,0.936562860438293,Pinnasa
276048113.jpeg,276048113,7651eb95-8160-4f57-b8e7-32cf6d4b7ed7,https://www.inaturalist.org/observations/7651eb95-8160-4f57-b8e7-32cf6d4b7ed7,-30.5029934806,152.3910877028,NA,549152,2023-05-04,Fieldia australis,species,71520,Gesneriaceae,717,flower,1,Detected,Unequivocal,0.06136680613668061,0.9717682020802376,0.9414225941422594,Fieldia
2617604.jpg,2617604,b3e99a26-cf81-4575-9909-7d52bed3b9d4,https://www.inaturalist.org/observations/b3e99a26-cf81-4575-9909-7d52bed3b9d4,17.7484283333,-88.0243138333,NA,167075,2015-11-06,Plumeria obtusa,species,47362,Apocynaceae,17266,flower,0.9990234375,Detected,Unequivocal,0.05687478281014711,0.9848931466470154,0.955229931657593,Plumeria
67140067.jpg,67140067,ee5d743a-5326-4895-a735-5869f3bd71e6,https://www.inaturalist.org/observations/ee5d743a-5326-4895-a735-5869f3bd71e6,36.266905,-115.35672,10,78366,2020-04-15,Pectocarya recurvata,species,48150,Boraginaceae,18082,fruit,0.99365234375,Detected,Unequivocal,0.03218670501050769,0.9814285714285714,0.969417099878332,Pectocarya
49087041.jpg,49087041,03dca2ed-8681-4d9c-b49a-ff48140fcceb,https://www.inaturalist.org/observations/03dca2ed-8681-4d9c-b49a-ff48140fcceb,40.89975,-74.0065833333,8,204160,2019-08-23,Ligustrum obtusifolium,species,47733,Oleaceae,9576,fruit,0.98095703125,Detected,Unequivocal,0.05806182121971595,0.9707317073170731,0.9511278195488722,Ligustrum
65883063.jpeg,65883063,290426d0-50f5-4f0b-9056-49ac35d8f11f,https://www.inaturalist.org/observations/290426d0-50f5-4f0b-9056-49ac35d8f11f,42.6607426981,131.1429949804,18267,782879,2012-09-28,Anaphalis sinica,species,47604,Asteraceae,104342,flower,0.97314453125,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Anaphalis
242458770.jpeg,242458770,5bc91232-ea5b-4764-b839-82a4553973f5,https://www.inaturalist.org/observations/5bc91232-ea5b-4764-b839-82a4553973f5,-36.4001338735,150.0366475618,4,323818,2022-10-29,Daviesia ulicifolia,species,47122,Fabaceae,54776,flower,0.92724609375,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Daviesia
242037756.jpeg,242037756,2ce79bc7-9fe7-4380-81d6-9dace0b5387f,https://www.inaturalist.org/observations/2ce79bc7-9fe7-4380-81d6-9dace0b5387f,-34.395,19.2666388889,5,515952,2022-10-30,Protea nitida,species,64517,Proteaceae,4339,fruit,0.892578125,Detected,Unequivocal,0.05300760543904125,0.970552445850572,0.9541368979027426,Protea
223386891.jpg,223386891,419a3d57-aad0-4cd7-bbf8-0a2625cdcfb9,https://www.inaturalist.org/observations/419a3d57-aad0-4cd7-bbf8-0a2625cdcfb9,42.1301453526,-88.2883644104,719,204369,2022-08-17,Oenothera filiformis,species,47790,Onagraceae,8889,flower,0.939453125,Detected,Unequivocal,0.04511193610079874,0.9889255419415646,0.9687253909326132,Oenothera
60975454.jpeg,60975454,d28ba61f-9406-4490-aac5-e49a8f3f5026,https://www.inaturalist.org/observations/d28ba61f-9406-4490-aac5-e49a8f3f5026,19.3753449879,-96.7058064332,4,75602,2005-01-02,Asclepias curassavica,species,47362,Apocynaceae,17266,fruit,0.91552734375,Detected,Unequivocal,0.03556121857986795,0.9860076867643526,0.973184292829839,Asclepias
135313058.jpg,135313058,541b402d-505f-4916-8cd4-5739a9022f9c,https://www.inaturalist.org/observations/541b402d-505f-4916-8cd4-5739a9022f9c,49.9199133333,-97.047775,4,54143,2021-06-10,Tragopogon dubius,species,47604,Asteraceae,104342,flower,0.9990234375,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Tragopogon
40084420.jpg,40084420,81f685a1-5056-4c14-af95-81d13dd0f060,https://www.inaturalist.org/observations/81f685a1-5056-4c14-af95-81d13dd0f060,39.1007804638,-74.8952401803,5,47691,2019-05-26,Sherardia arvensis,species,47693,Rubiaceae,17937,flower,0.99853515625,Detected,Unequivocal,0.08513129285833751,0.9791590493601464,0.9398450131014104,Sherardia
30471957.jpeg,30471957,584a8772-a3fc-4de1-aa21-c1f2357291e6,https://www.inaturalist.org/observations/584a8772-a3fc-4de1-aa21-c1f2357291e6,46.7457349763,-85.0741013549,26967,239719,2018-07-08,Calopogon tuberosus tuberosus,variety,47217,Orchidaceae,28821,flower,0.99951171875,Detected,Unequivocal,0.05006765899864682,0.9866681276937688,0.9567329377884182,Calopogon
47033078.jpg,47033078,3513adf1-c44f-41cb-a037-46728ce0d287,https://www.inaturalist.org/observations/3513adf1-c44f-41cb-a037-46728ce0d287,44.78419197,-79.3633219035,27285,62351,2019-08-03,Lobelia inflata,species,48040,Campanulaceae,7860,flower,0.9990234375,Detected,Unequivocal,0.02417302798982188,0.9933507170795306,0.9815521628498728,Lobelia
135579669.jpg,135579669,b6460846-2ba4-486e-ba86-9c163194a55f,https://www.inaturalist.org/observations/b6460846-2ba4-486e-ba86-9c163194a55f,53.34021667,-3.85512167,10,55734,2021-06-11,Sedum acre,species,51890,Crassulaceae,1244,flower,0.98974609375,Detected,Unequivocal,0.18971061093247588,0.9503968253968254,0.8569131832797428,Sedum
64895989.jpeg,64895989,b91f4468-abc1-45bf-917f-8d6c96ce01b7,https://www.inaturalist.org/observations/b91f4468-abc1-45bf-917f-8d6c96ce01b7,35.9728027778,-82.8319611111,NA,57291,2020-03-28,Silene virginica,species,48567,Caryophyllaceae,11578,flower,0.9990234375,Detected,Unequivocal,0.05354983589566419,0.9916043073553568,0.9645880117464156,Silene
238487022.jpeg,238487022,eee761b5-aab0-4018-b5f6-21c4a119faf4,https://www.inaturalist.org/observations/eee761b5-aab0-4018-b5f6-21c4a119faf4,29.92748085,-95.92359282,3,130192,2022-10-20,Helianthus maximiliani,species,47604,Asteraceae,104342,flower,0.99853515625,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Helianthus
22340098.jpeg,22340098,49926481-2c5e-4c8a-a058-0aba7f531536,https://www.inaturalist.org/observations/49926481-2c5e-4c8a-a058-0aba7f531536,38.84566274,-120.0676325,3,76148,2018-07-29,Castilleja miniata,species,47322,Orobanchaceae,9453,flower,0.99853515625,Detected,Unequivocal,0.06283719454141543,0.9810362343379614,0.9405479741880884,Castilleja
125503069.jpeg,125503069,72e81b81-2767-40a8-b193-737bfe9e15a9,https://www.inaturalist.org/observations/72e81b81-2767-40a8-b193-737bfe9e15a9,35.2087111111,-85.9015583333,NA,119800,2021-05-02,Krigia biflora,species,47604,Asteraceae,104342,flower,0.99951171875,Detected,Unequivocal,0.07600966053938012,0.9828131644729337,0.9440877115638956,Krigia
220065029.jpeg,220065029,d0528481-eeb5-4cc5-aeca-eaafe0deea36,https://www.inaturalist.org/observations/d0528481-eeb5-4cc5-aeca-eaafe0deea36,-27.776953,114.129829,4,145401,2022-07-14,Phyllanthus calycinus,species,53825,Phyllanthaceae,545,flower,0.99951171875,Detected,Unequivocal,0.25871559633027524,0.9183168316831684,0.8,Phyllanthus
51428634.jpg,51428634,48ddca45-79fd-491f-8cea-c7f170faf408,https://www.inaturalist.org/observations/48ddca45-79fd-491f-8cea-c7f170faf408,45.7908083333,-82.7472616667,5,160752,2019-09-12,Clinopodium arkansanum,species,48623,Lamiaceae,39282,flower,0.9990234375,Detected,Unequivocal,0.04042564024235019,0.9893086432854036,0.9683060943943792,Clinopodium
149797514.jpeg,149797514,47a9d642-80a9-4f7a-91a6-5b5ffdaaa8fd,https://www.inaturalist.org/observations/47a9d642-80a9-4f7a-91a6-5b5ffdaaa8fd,36.4569279722,-121.9161809722,NA,77018,2021-08-09,Eriogonum parvifolium,species,48382,Polygonaceae,7397,flower,0.9990234375,Detected,Unequivocal,0.16736514803298636,0.9620068192888456,0.8665675273759632,Eriogonum
36531190.jpg,36531190,9dff7a7e-f9a0-4212-a524-7eb248bafe35,https://www.inaturalist.org/observations/9dff7a7e-f9a0-4212-a524-7eb248bafe35,23.6078027924,120.4588018933,56,167403,2019-04-28,Pouzolzia zeylanica,species,51885,Urticaceae,886,flower,0.89892578125,Detected,Unequivocal,0.2878103837471783,0.919175911251981,0.7178329571106095,Pouzolzia
42649666.jpg,42649666,1ff41306-26d7-436e-9963-24c72a72de2b,https://www.inaturalist.org/observations/1ff41306-26d7-436e-9963-24c72a72de2b,25.072254883,121.9815753806,30003,244828,2019-06-22,Limnophila aromatica,species,50638,Plantaginaceae,17673,flower,0.98046875,Detected,Unequivocal,0.07463362190912691,0.9856304268068974,0.9470378543540996,Limnophila
135177963.jpeg,135177963,57e9d47c-9607-4b24-98b6-a195bd76b4b8,https://www.inaturalist.org/observations/57e9d47c-9607-4b24-98b6-a195bd76b4b8,39.6421169722,-104.876953,NA,77132,2021-06-09,Fallugia paradoxa,species,47148,Rosaceae,20597,flower,0.99853515625,Detected,Unequivocal,0.04500655435257562,0.9858159633960346,0.9607224353061126,Fallugia
64796064.jpg,64796064,8437c0d9-7f67-43b3-b465-cf3fde017fdc,https://www.inaturalist.org/observations/8437c0d9-7f67-43b3-b465-cf3fde017fdc,52.3281440662,35.348909822,17,158900,2007-07-12,Astragalus glycyphyllos,species,47122,Fabaceae,54776,fruit,0.99072265625,Detected,Unequivocal,0.05783554841536439,0.9700434041233916,0.9508361326128232,Astragalus
132932821.jpeg,132932821,9f927c01-98c0-4188-966e-a8f5f0499e7b,https://www.inaturalist.org/observations/9f927c01-98c0-4188-966e-a8f5f0499e7b,42.8213770067,11.5233585418,4,77253,2021-05-31,Geranium columbinum,species,47689,Geraniaceae,15753,flower,0.9990234375,Detected,Unequivocal,0.03688186377197994,0.9905088320590562,0.9764489303624706,Geranium
91084177.jpg,91084177,5a403abc-9a21-42be-9909-f66dd237e620,https://www.inaturalist.org/observations/5a403abc-9a21-42be-9909-f66dd237e620,35.719106826,-88.8615980745,10,51450,2020-08-21,Passiflora lutea,species,51451,Passifloraceae,3132,flower,0.97265625,Detected,Unequivocal,0.03703703703703703,0.9877320954907162,0.9731800766283524,Passiflora
121334016.jpeg,121334016,5cec7c71-c694-4ceb-8719-6ff585fd7eaa,https://www.inaturalist.org/observations/5cec7c71-c694-4ceb-8719-6ff585fd7eaa,41.7752123199,-73.5860005228,2,50855,2021-04-17,Trillium erectum,species,49464,Melanthiaceae,24150,flower,0.994140625,Detected,Unequivocal,0.03486542443064182,0.9890166466449288,0.9704347826086956,Trillium
184515629.jpg,184515629,d7d5a5c0-892e-4c20-879c-e6e07fc16f43,https://www.inaturalist.org/observations/d7d5a5c0-892e-4c20-879c-e6e07fc16f43,39.0121527833,-77.1666333333,5,54793,2022-03-25,Lindera benzoin,species,48809,Lauraceae,1995,flower,0.99365234375,Detected,Unequivocal,0.08020050125313283,0.979291553133515,0.938345864661654,Lindera
216037393.jpeg,216037393,b381c35b-2ee7-4b23-8d84-dfa46ef16405,https://www.inaturalist.org/observations/b381c35b-2ee7-4b23-8d84-dfa46ef16405,35.2018878403,24.1165372905,4,319385,2015-04-21,Tripodion tetraphyllum,species,47122,Fabaceae,54776,flower,0.98828125,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Tripodion
142363970.jpg,142363970,1c1cc961-4aed-4909-ac8a-7735fc3f7c70,https://www.inaturalist.org/observations/1c1cc961-4aed-4909-ac8a-7735fc3f7c70,54.2076275,45.1323543997,NA,58961,2021-07-10,Plantago major,species,50638,Plantaginaceae,17673,flower,0.921875,Detected,Unequivocal,0.07463362190912691,0.9856304268068974,0.9470378543540996,Plantago
38028650.jpg,38028650,8c331713-f778-4963-a9b4-d32db974d526,https://www.inaturalist.org/observations/8c331713-f778-4963-a9b4-d32db974d526,46.8271783333,-100.829025,2038,122608,2019-05-04,Sorghastrum nutans,species,47434,Poaceae,11933,fruit,0.93798828125,Detected,Unequivocal,0.20439118411128804,0.9465978512744893,0.8815050699740217,Sorghastrum
21934262.jpg,21934262,4e13599b-cf27-418a-a075-20becd64e3ee,https://www.inaturalist.org/observations/4e13599b-cf27-418a-a075-20becd64e3ee,38.2380642138,-119.0681779575,6,70395,2018-07-16,Castilleja applegatei,species,47322,Orobanchaceae,9453,flower,0.98046875,Detected,Unequivocal,0.06283719454141543,0.9810362343379614,0.9405479741880884,Castilleja
259486541.jpeg,259486541,379bb280-2a27-4c2c-90ad-dc83cc060ba6,https://www.inaturalist.org/observations/379bb280-2a27-4c2c-90ad-dc83cc060ba6,-32.1104469,20.1217422,98,52351,2023-02-26,Gomphocarpus fruticosus,species,47362,Apocynaceae,17266,flower,0.9462890625,Detected,Unequivocal,0.05687478281014711,0.9848931466470154,0.955229931657593,Gomphocarpus
144798723.jpg,144798723,5ea9ec37-2e0a-4c1e-b94d-f36b15558ab6,https://www.inaturalist.org/observations/5ea9ec37-2e0a-4c1e-b94d-f36b15558ab6,53.1189221667,-111.9356916667,6,204304,2021-07-19,Drymocallis arguta,species,47148,Rosaceae,20597,fruit,0.93994140625,Detected,Unequivocal,0.04092829052774676,0.97711855826668,0.9624217118997912,Drymocallis
149081123.jpeg,149081123,a1db4a13-8017-4386-a32b-bdda61a2fe60,https://www.inaturalist.org/observations/a1db4a13-8017-4386-a32b-bdda61a2fe60,27.415245,-97.3017066667,NA,130193,2021-08-06,Ipomoea imperati,species,52345,Convolvulaceae,1782,flower,0.9990234375,Detected,Unequivocal,0.05611672278338945,0.9827586206896552,0.9730639730639732,Ipomoea
12032287.jpeg,12032287,edb03e6e-29da-45c5-90c0-1462e57db2e8,https://www.inaturalist.org/observations/edb03e6e-29da-45c5-90c0-1462e57db2e8,40.4735939701,-79.9556656927,2064,58205,2017-11-25,Maclura pomifera,species,50998,Moraceae,404,fruit,0.98779296875,Detected,Unequivocal,0.13613861386138615,0.9426934097421203,0.8762376237623762,Maclura
130185423.jpg,130185423,288bdcd1-1ca7-48d4-96a8-bc386b0d0429,https://www.inaturalist.org/observations/288bdcd1-1ca7-48d4-96a8-bc386b0d0429,-33.6807966667,151.1765133333,4,321206,2021-05-20,Platysace linearifolia,species,48699,Apiaceae,11971,flower,0.99560546875,Detected,Unequivocal,0.13415754740623173,0.9686444766039556,0.8956645225962744,Platysace
36016802.jpg,36016802,5d9e94ac-b068-4c55-bdb1-7128bdba4910,https://www.inaturalist.org/observations/5d9e94ac-b068-4c55-bdb1-7128bdba4910,37.8014592148,-122.4547156025,65,777371,2019-04-26,Diplacus aurantiacus,species,64552,Phrymaceae,3998,flower,0.99951171875,Detected,Unequivocal,0.00925462731365682,0.9946983085079524,0.9902451225612806,Diplacus
130904865.jpg,130904865,4aee783a-4d86-47c6-b24c-9b449975a216,https://www.inaturalist.org/observations/4aee783a-4d86-47c6-b24c-9b449975a216,34.1123361667,-118.5209366667,7,47406,2021-05-22,Spartium junceum,species,47122,Fabaceae,54776,flower,0.99951171875,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Spartium
124741188.jpg,124741188,72b723b7-f90a-4ec1-b60d-e3650d1d377d,https://www.inaturalist.org/observations/72b723b7-f90a-4ec1-b60d-e3650d1d377d,37.8936383333,-122.2492666667,3,61012,2021-05-01,Medicago arabica,species,47122,Fabaceae,54776,flower,0.9423828125,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Medicago
122380084.jpg,122380084,115c7558-d056-4d81-b10a-8f89b79e1799,https://www.inaturalist.org/observations/115c7558-d056-4d81-b10a-8f89b79e1799,29.3530009082,-98.413027525,5,168400,2021-04-22,Salvia texana,species,48623,Lamiaceae,39282,flower,0.99951171875,Detected,Unequivocal,0.04042564024235019,0.9893086432854036,0.9683060943943792,Salvia
48438652.jpg,48438652,b1107fa4-18a9-44ed-84f7-758cb6f09230,https://www.inaturalist.org/observations/b1107fa4-18a9-44ed-84f7-758cb6f09230,65.6159428787,-37.6509970799,5,741458,2019-08-14,Viscaria alpina,species,48567,Caryophyllaceae,11578,flower,0.99853515625,Detected,Unequivocal,0.05354983589566419,0.9916043073553568,0.9645880117464156,Viscaria
64009266.jpg,64009266,69dc88af-b43d-422a-8ddb-2b533269a97f,https://www.inaturalist.org/observations/69dc88af-b43d-422a-8ddb-2b533269a97f,30.514325,-94.95025,12,53324,2020-03-18,Vicia sativa,species,47122,Fabaceae,54776,flower,0.99853515625,Detected,Unequivocal,0.04414342047612093,0.98682149814737,0.964564772893238,Vicia
185824417.jpg,185824417,8a6f4c3a-757a-45e7-aded-bf95e9250ba6,https://www.inaturalist.org/observations/8a6f4c3a-757a-45e7-aded-bf95e9250ba6,32.92313,-117.2559883333,4,58311,2022-04-01,Galium angustifolium,species,47693,Rubiaceae,17937,flower,0.99755859375,Detected,Unequivocal,0.08513129285833751,0.9791590493601464,0.9398450131014104,Galium
